,id,title,subtitle,sq_mt_built,loan_int_rate,sq_mt_useful,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,latitude,longitude,raw_address,is_exact_address_hidden,street_name,street_number,portal,floor,is_floor_under,door,neighborhood_id,operation,rent_price,rent_price_by_area,is_rent_price_known,buy_price,buy_price_by_area,is_buy_price_known,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,are_pets_allowed,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_furnished,is_kitchen_equipped,is_accessible,has_green_zones,energy_certificate,has_parking,has_private_parking,has_public_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east
1948,19794,"Piso en venta en calle de Marcelo Usera, 112","Moscardó, Madrid",65,14.79,,2,1,,,,,"Calle de Marcelo Usera, 112",FALSE,Calle de Marcelo Usera,112,,3,FALSE,,Neighborhood 118: Moscardó (2284.48 €/m2) - District 18: Usera,sale,705,,FALSE,140000,2154,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,,,TRUE,TRUE,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,19793,Chalet adosado en venta en calle ichaso,"Orcasitas, Madrid",81,10.99,70,3,2,2,20,,,Calle ichaso,TRUE,Calle ichaso,,,,FALSE,,Neighborhood 119: Orcasitas (1931.95 €/m2) - District 18: Usera,sale,1038,,FALSE,240000,2963,TRUE,HouseType 2: Casa o chalet,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,,,,,,,TRUE,,,,,E,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,19792,"Piso en venta en calle de Antonio López, Madrid","Almendrales, Madrid",79,9.99,60,2,2,,,,,"Calle de Antonio López, Madrid",TRUE,"Calle de Antonio López, Madrid",,,2,FALSE,,Neighborhood 117: Almendrales (2205.31 €/m2) - District 18: Usera,sale,1187,,FALSE,295000,3734,TRUE,HouseType 1: Pisos,FALSE,FALSE,2007,FALSE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,en trámite,TRUE,,,TRUE,0,FALSE,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,19791,Piso en venta en calle de Moreja,"12 de Octubre-Orcasur, Madrid",118,11.49,,3,2,,,,,Calle de Moreja,TRUE,Calle de Moreja,,,1,FALSE,,Neighborhood 123: 12 de Octubre-Orcasur (1637.13 €/m2) - District 18: Usera,sale,740,,FALSE,149000,1263,TRUE,HouseType 1: Pisos,FALSE,FALSE,1983,FALSE,TRUE,,,TRUE,,TRUE,,,TRUE,,TRUE,,,,,en trámite,FALSE,,,,,TRUE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,19790,Piso en venta en calle Albuñuelas,"12 de Octubre-Orcasur, Madrid",114,,110,3,3,,,,,Calle Albuñuelas,TRUE,Calle Albuñuelas,,,2,FALSE,,Neighborhood 123: 12 de Octubre-Orcasur (1637.13 €/m2) - District 18: Usera,sale,884,,FALSE,190000,1667,TRUE,HouseType 1: Pisos,FALSE,FALSE,1986,FALSE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,19789,Piso en venta en calle de Marcelo Usera,"Moscardó, Madrid",93,13.49,,4,1,,,,,Calle de Marcelo Usera,TRUE,Calle de Marcelo Usera,,,2,FALSE,,Neighborhood 118: Moscardó (2284.48 €/m2) - District 18: Usera,sale,860,,FALSE,182900,1967,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,19788,Piso en venta en calle San Nicomedes,"Moscardó, Madrid",65,7.88,55,2,1,,,,,Calle San Nicomedes,TRUE,Calle San Nicomedes,,,4,FALSE,,Neighborhood 118: Moscardó (2284.48 €/m2) - District 18: Usera,sale,678,,FALSE,133000,2046,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,,TRUE,FALSE,TRUE,,,TRUE,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,19787,Piso en venta en calle de Antonio López,"Moscardó, Madrid",118,13.57,100,4,2,,,,,Calle de Antonio López,TRUE,Calle de Antonio López,,,6,FALSE,,Neighborhood 118: Moscardó (2284.48 €/m2) - District 18: Usera,sale,1370,,FALSE,370000,3136,TRUE,HouseType 1: Pisos,FALSE,FALSE,1977,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,en trámite,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,19786,Ático en venta en calle Antonio Prieto,"Zofío, Madrid",172,10.62,150,4,2,,,,,Calle Antonio Prieto,TRUE,Calle Antonio Prieto,,,3,FALSE,,Neighborhood 122: Zofío (1941.38 €/m2) - District 18: Usera,sale,1135,,FALSE,275000,1599,TRUE,HouseType 5: Áticos,FALSE,FALSE,1988,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,,,TRUE,TRUE,,,,,,no indicado,TRUE,,,TRUE,0,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,19785,Piso en venta en calle San Máximo,"San Fermín, Madrid",95,7.29,75,2,2,,,,,Calle San Máximo,TRUE,Calle San Máximo,,,7,FALSE,,Neighborhood 121: San Fermín (1912.8 €/m2) - District 18: Usera,sale,1024,,FALSE,235000,2474,TRUE,HouseType 1: Pisos,FALSE,FALSE,2001,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,TRUE,TRUE,D,TRUE,,,TRUE,0,TRUE,FALSE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,19784,Piso en venta en Padre jose maria,"12 de Octubre-Orcasur, Madrid",100,16.29,85,3,2,,,,,Padre jose maria,TRUE,Padre jose maria,,,3,FALSE,,Neighborhood 123: 12 de Octubre-Orcasur (1637.13 €/m2) - District 18: Usera,sale,762,,FALSE,155000,1550,TRUE,HouseType 1: Pisos,FALSE,FALSE,1994,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,,,,TRUE,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,19783,Piso en venta en calle Isidra Jiménez,"Pradolongo, Madrid",65,5.79,,3,1,,,,,Calle Isidra Jiménez,TRUE,Calle Isidra Jiménez,,,Bajo,TRUE,,Neighborhood 120: Pradolongo (2068.64 €/m2) - District 18: Usera,sale,625,,FALSE,120000,1846,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,,,FALSE,TRUE,,,,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,19782,"Piso en venta en calle Antonio Lopez, 137","Moscardó, Madrid",106,10,,4,1,,,,,"Calle Antonio Lopez, 137",FALSE,Calle Antonio Lopez,137,,2,FALSE,,Neighborhood 118: Moscardó (2284.48 €/m2) - District 18: Usera,sale,1009,,FALSE,230000,2170,TRUE,HouseType 1: Pisos,TRUE,FALSE,,,,,,,FALSE,TRUE,,,TRUE,,,,,,,en trámite,FALSE,,,,,FALSE,TRUE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,19781,"Piso en venta en calle de Juan Español, 61","Moscardó, Madrid",100,6.99,76,2,1,,,,,"Calle de Juan Español, 61",FALSE,Calle de Juan Español,61,,2,FALSE,,Neighborhood 118: Moscardó (2284.48 €/m2) - District 18: Usera,sale,705,,FALSE,140000,1400,TRUE,HouseType 1: Pisos,TRUE,FALSE,1965,FALSE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,,,D,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,19780,"Piso en venta en calle Ortiz Campos, 5","Pradolongo, Madrid",119,10.59,,3,2,,,,,"Calle Ortiz Campos, 5",FALSE,Calle Ortiz Campos,5,,1,FALSE,,Neighborhood 120: Pradolongo (2068.64 €/m2) - District 18: Usera,sale,1361,,FALSE,366400,3079,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,,,TRUE,,,,TRUE,,,,,,,en trámite,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,19779,Piso en venta en calle de Eduardo Barreiros,"12 de Octubre-Orcasur, Madrid",97,,,3,2,,,,,Calle de Eduardo Barreiros,TRUE,Calle de Eduardo Barreiros,,,4,FALSE,,Neighborhood 123: 12 de Octubre-Orcasur (1637.13 €/m2) - District 18: Usera,sale,1287,,FALSE,335000,3454,TRUE,HouseType 1: Pisos,FALSE,FALSE,2005,FALSE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,TRUE,TRUE,en trámite,TRUE,,,TRUE,0,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,19778,Piso en venta en calle de Alzola,"Orcasitas, Madrid",90,12.21,,3,1,,,,,Calle de Alzola,TRUE,Calle de Alzola,,,6,FALSE,,Neighborhood 119: Orcasitas (1931.95 €/m2) - District 18: Usera,sale,777,,FALSE,159000,1767,TRUE,HouseType 1: Pisos,FALSE,,1974,,,,,,TRUE,,,,,,,,,,,E,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,19777,Piso en venta en calle antonio lopez,"Moscardó, Madrid",76,8.94,,1,1,,,,,Calle antonio lopez,TRUE,Calle antonio lopez,,,Bajo,TRUE,,Neighborhood 118: Moscardó (2284.48 €/m2) - District 18: Usera,sale,1097,,FALSE,261000,3434,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,TRUE,FALSE,,,TRUE,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,19776,Piso en venta en Zofío,"Usera, Madrid",60,14.83,57,3,1,,,,,,TRUE,,,,1,FALSE,,Neighborhood 122: Zofío (1941.38 €/m2) - District 18: Usera,sale,452,,FALSE,81000,1350,TRUE,HouseType 1: Pisos,TRUE,FALSE,1965,,,,,,FALSE,TRUE,,,TRUE,,,,,,,no indicado,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,19775,"Piso en venta en calle General Marva, 1","Moscardó, Madrid",58,13.11,53,2,1,,,,,"Calle General Marva, 1",FALSE,Calle General Marva,1,,2,FALSE,,Neighborhood 118: Moscardó (2284.48 €/m2) - District 18: Usera,sale,743,,FALSE,149900,2584,TRUE,HouseType 1: Pisos,FALSE,FALSE,1940,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,,,,,,,,,,G,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,19774,Piso en venta en calle del Teniente Compaired,"Pradolongo, Madrid",49,9.99,,2,1,,,,,Calle del Teniente Compaired,TRUE,Calle del Teniente Compaired,,,4,FALSE,,Neighborhood 120: Pradolongo (2068.64 €/m2) - District 18: Usera,sale,494,,FALSE,90000,1837,TRUE,HouseType 1: Pisos,FALSE,FALSE,1960,,,,,,FALSE,TRUE,,,TRUE,,TRUE,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,19773,Piso en venta en calle Socuéllamos,"Almendrales, Madrid",80,7.66,75,3,1,,,,,Calle Socuéllamos,TRUE,Calle Socuéllamos,,,2,FALSE,,Neighborhood 117: Almendrales (2205.31 €/m2) - District 18: Usera,sale,762,,FALSE,155000,1938,TRUE,HouseType 1: Pisos,TRUE,FALSE,1960,FALSE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,19772,Piso en venta en Hermenegildo bielsa,"Moscardó, Madrid",80,13.48,72,3,1,,,,,Hermenegildo bielsa,TRUE,Hermenegildo bielsa,,,4,FALSE,,Neighborhood 118: Moscardó (2284.48 €/m2) - District 18: Usera,sale,744,,FALSE,150000,1875,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,,TRUE,FALSE,TRUE,,,,TRUE,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,19771,Piso en venta en Orcasitas,"Usera, Madrid",145,12.21,,4,2,,,,,,TRUE,,,,8,FALSE,,Neighborhood 119: Orcasitas (1931.95 €/m2) - District 18: Usera,sale,907,,FALSE,197000,1359,TRUE,HouseType 1: Pisos,FALSE,FALSE,1978,FALSE,TRUE,,,,TRUE,TRUE,,,TRUE,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,19770,Piso en venta en Pradolongo,"Usera, Madrid",101,5.42,,3,2,,,,,,TRUE,,,,1,FALSE,,Neighborhood 120: Pradolongo (2068.64 €/m2) - District 18: Usera,sale,833,,FALSE,175000,1733,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,,,,,TRUE,,,,TRUE,en trámite,TRUE,,,FALSE,35,FALSE,TRUE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,19769,"Dúplex en venta en calle de Antonio López, 248","Almendrales, Madrid",234,,160,4,2,,,,,"Calle de Antonio López, 248",FALSE,Calle de Antonio López,248,,Bajo,TRUE,,Neighborhood 117: Almendrales (2205.31 €/m2) - District 18: Usera,sale,2234,,FALSE,750000,3205,TRUE,HouseType 4: Dúplex,FALSE,FALSE,2005,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,en trámite,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,19768,Dúplex en venta en Almendrales,"Usera, Madrid",132,17.04,92,4,2,,,,,,TRUE,,,,4,FALSE,,Neighborhood 117: Almendrales (2205.31 €/m2) - District 18: Usera,sale,1505,,FALSE,429000,3250,TRUE,HouseType 4: Dúplex,FALSE,FALSE,2001,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,,TRUE,F,TRUE,,,TRUE,0,FALSE,TRUE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,19767,"Dúplex en venta en calle Nicolás Sánchez, 80","Pradolongo, Madrid",172,6.92,171,4,3,,,,,"Calle Nicolás Sánchez, 80",FALSE,Calle Nicolás Sánchez,80,,3,FALSE,,Neighborhood 120: Pradolongo (2068.64 €/m2) - District 18: Usera,sale,1553,,FALSE,450000,2616,TRUE,HouseType 4: Dúplex,FALSE,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,,,en trámite,TRUE,,,FALSE,9000,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,19766,Piso en venta en calle de la Marquesa de Silvela,"Moscardó, Madrid",43,6.39,,2,1,,,,,Calle de la Marquesa de Silvela,TRUE,Calle de la Marquesa de Silvela,,,3,FALSE,,Neighborhood 118: Moscardó (2284.48 €/m2) - District 18: Usera,sale,579,,FALSE,109000,2535,TRUE,HouseType 1: Pisos,FALSE,FALSE,1955,,,,,,FALSE,TRUE,,,,,,,,,,F,FALSE,,,,,FALSE,TRUE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,19765,Piso en venta en calle Campotéjar,"12 de Octubre-Orcasur, Madrid",132,17.27,,4,2,,,,,Calle Campotéjar,TRUE,Calle Campotéjar,,,1,FALSE,,Neighborhood 123: 12 de Octubre-Orcasur (1637.13 €/m2) - District 18: Usera,sale,686,,FALSE,135000,1023,TRUE,HouseType 1: Pisos,TRUE,FALSE,,,,,,TRUE,FALSE,TRUE,,,TRUE,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,19764,Piso en venta en calle de Ferroviarios,"Almendrales, Madrid",52,7.29,49,2,1,,,,,Calle de Ferroviarios,TRUE,Calle de Ferroviarios,,,1,FALSE,,Neighborhood 117: Almendrales (2205.31 €/m2) - District 18: Usera,sale,604,,FALSE,115000,2212,TRUE,HouseType 1: Pisos,FALSE,FALSE,1961,FALSE,TRUE,,TRUE,,FALSE,FALSE,,,,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,19763,Piso en venta en calle Tomelloso,"Almendrales, Madrid",80,11.48,76,3,1,,,,,Calle Tomelloso,TRUE,Calle Tomelloso,,,Bajo,TRUE,,Neighborhood 117: Almendrales (2205.31 €/m2) - District 18: Usera,sale,658,,FALSE,128000,1600,TRUE,HouseType 1: Pisos,FALSE,FALSE,1960,FALSE,TRUE,,,,FALSE,TRUE,,,,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,19762,Piso en venta en montana,"San Fermín, Madrid",75,6.76,,3,1,,,,,montana,TRUE,montana,,,Bajo,TRUE,,Neighborhood 121: San Fermín (1912.8 €/m2) - District 18: Usera,sale,979,,FALSE,220000,2933,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,,,TRUE,TRUE,,,,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,19761,"Piso en venta en calle Dodge, 1","Orcasitas, Madrid",130,14.65,81,3,2,,,,,"Calle Dodge, 1",FALSE,Calle Dodge,1,,6,FALSE,,Neighborhood 119: Orcasitas (1931.95 €/m2) - District 18: Usera,sale,1122,,FALSE,270000,2077,TRUE,HouseType 1: Pisos,FALSE,FALSE,2000,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,,TRUE,no indicado,TRUE,,,TRUE,0,FALSE,TRUE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,19760,"Piso en venta en calle Corindón, 12","San Fermín, Madrid",108,13.43,88,3,2,,,,,"Calle Corindón, 12",FALSE,Calle Corindón,12,,1,FALSE,,Neighborhood 121: San Fermín (1912.8 €/m2) - District 18: Usera,sale,1035,,FALSE,239000,2213,TRUE,HouseType 1: Pisos,FALSE,FALSE,2007,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,,,D,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,19759,"Piso en venta en calle Cristo de la Victoria, 173","Pradolongo, Madrid",126,,110,3,2,,,,,"Calle Cristo de la Victoria, 173",FALSE,Calle Cristo de la Victoria,173,,1,FALSE,,Neighborhood 120: Pradolongo (2068.64 €/m2) - District 18: Usera,sale,847,,FALSE,179000,1421,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,,,TRUE,TRUE,TRUE,,,,TRUE,E,TRUE,,,FALSE,10,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,19758,"Piso en venta en calle de La Silvina, 13","San Fermín, Madrid",120,17.14,100,3,2,,,,,"Calle de La Silvina, 13",FALSE,Calle de La Silvina,13,,1,FALSE,,Neighborhood 121: San Fermín (1912.8 €/m2) - District 18: Usera,sale,1044,,FALSE,242000,2017,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,C,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,19757,"Piso en venta en calle Periana, 18","San Fermín, Madrid",88,7.29,63,2,2,,,,,"Calle Periana, 18",FALSE,Calle Periana,18,,8,FALSE,,Neighborhood 121: San Fermín (1912.8 €/m2) - District 18: Usera,sale,1009,,FALSE,230000,2614,TRUE,HouseType 1: Pisos,FALSE,FALSE,2004,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,,,E,TRUE,,,TRUE,0,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,19756,Piso en venta en Pradolongo,"Usera, Madrid",80,,30,1,1,,,,,,TRUE,,,,3,FALSE,,Neighborhood 120: Pradolongo (2068.64 €/m2) - District 18: Usera,sale,609,,FALSE,116000,1450,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,,,TRUE,TRUE,,,TRUE,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,19755,Piso en venta en calle Gumersindo Azcárate,"Moscardó, Madrid",73,,65,3,1,,,,,Calle Gumersindo Azcárate,TRUE,Calle Gumersindo Azcárate,,,3,FALSE,,Neighborhood 118: Moscardó (2284.48 €/m2) - District 18: Usera,sale,666,,FALSE,130000,1781,TRUE,HouseType 1: Pisos,TRUE,FALSE,1967,FALSE,TRUE,,,,FALSE,TRUE,,,,,,,,,,G,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,19754,"Piso en venta en calle Santa María Reina, 7","12 de Octubre-Orcasur, Madrid",80,9.91,,4,1,,,,,"Calle Santa María Reina, 7",FALSE,Calle Santa María Reina,7,,3,FALSE,,Neighborhood 123: 12 de Octubre-Orcasur (1637.13 €/m2) - District 18: Usera,sale,758,,FALSE,154000,1925,TRUE,HouseType 1: Pisos,TRUE,FALSE,,,,,,,TRUE,TRUE,,,TRUE,,,,,TRUE,,en trámite,FALSE,,,,,TRUE,TRUE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,19753,Piso en venta en calle de Carabelos,"San Fermín, Madrid",65,7.12,55,3,1,,,,,Calle de Carabelos,TRUE,Calle de Carabelos,,,1,FALSE,,Neighborhood 121: San Fermín (1912.8 €/m2) - District 18: Usera,sale,658,,FALSE,128000,1969,TRUE,HouseType 1: Pisos,FALSE,FALSE,1968,FALSE,TRUE,,,,TRUE,TRUE,,,TRUE,,TRUE,,,,,G,FALSE,,,,,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,19752,Piso en venta en 12 de Octubre-Orcasur,"Usera, Madrid",80,7.66,64,3,1,,,,,,TRUE,,,,Bajo,TRUE,,Neighborhood 123: 12 de Octubre-Orcasur (1637.13 €/m2) - District 18: Usera,sale,762,,FALSE,155000,1938,TRUE,HouseType 1: Pisos,FALSE,FALSE,1990,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,,,,,TRUE,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,19751,"Piso en venta en calle de Santa Cruz de Mudela, Madrid, 5","Almendrales, Madrid",75,8.9,65,3,1,,,,,"Calle de Santa Cruz de Mudela, Madrid, 5",FALSE,Calle de Santa Cruz de Mudela,5,,7,FALSE,,Neighborhood 117: Almendrales (2205.31 €/m2) - District 18: Usera,sale,851,,FALSE,180000,2400,TRUE,HouseType 1: Pisos,FALSE,FALSE,1958,FALSE,TRUE,,TRUE,,TRUE,TRUE,,,,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,19750,Piso en venta en calle Gumersindo Azcárate,"Moscardó, Madrid",73,,,3,1,,,,,Calle Gumersindo Azcárate,TRUE,Calle Gumersindo Azcárate,,,3,FALSE,,Neighborhood 118: Moscardó (2284.48 €/m2) - District 18: Usera,sale,666,,FALSE,130000,1781,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,,,FALSE,TRUE,,,,,,,,,,G,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,19749,Piso en venta en plaza de las Asambleas,"Orcasitas, Madrid",140,15.62,130,3,2,,,,,Plaza de las Asambleas,TRUE,Plaza de las Asambleas,,,2,FALSE,,Neighborhood 119: Orcasitas (1931.95 €/m2) - District 18: Usera,sale,851,,FALSE,180000,1286,TRUE,HouseType 1: Pisos,FALSE,FALSE,1984,TRUE,FALSE,,TRUE,TRUE,FALSE,TRUE,,,TRUE,TRUE,,,,,,B,FALSE,,,,,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
