,id,title,subtitle,sq_mt_built,loan_int_rate,sq_mt_useful,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,latitude,longitude,raw_address,is_exact_address_hidden,street_name,street_number,portal,floor,is_floor_under,door,neighborhood_id,operation,rent_price,rent_price_by_area,is_rent_price_known,buy_price,buy_price_by_area,is_buy_price_known,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,are_pets_allowed,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_furnished,is_kitchen_equipped,is_accessible,has_green_zones,energy_certificate,has_parking,has_private_parking,has_public_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east
16162,5580,Piso en venta en calle Enrique de Oro & Av. del Euro s/n,"Pau de Carabanchel, Madrid",83,10.37,65,2,2,,,,,Calle Enrique de Oro & Av. del Euro s/n,FALSE,,,,,,,Neighborhood 16: Pau de Carabanchel (3120.54 €/m2) - District 3: Carabanchel,sale,968,,FALSE,216500,2608,TRUE,HouseType 1: Pisos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,,,TRUE,,,,,B,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16163,5579,Ático en venta en Pau de Carabanchel,"Carabanchel, Madrid",102,14.79,,2,2,,,,,,TRUE,,,,6,FALSE,,Neighborhood 16: Pau de Carabanchel (3120.54 €/m2) - District 3: Carabanchel,sale,1195,,FALSE,298000,2922,TRUE,HouseType 5: Áticos,FALSE,FALSE,2004,FALSE,TRUE,,TRUE,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,TRUE,G,TRUE,,,TRUE,0,TRUE,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16164,5578,"Piso en venta en calle Blasón , 4","Puerta Bonita, Madrid",56,6.54,,2,2,,,,,"Calle Blasón , 4",FALSE,Calle Blasón,4,,1,FALSE,,Neighborhood 17: Puerta Bonita (1980.04 €/m2) - District 3: Carabanchel,sale,1094,,FALSE,260000,4643,TRUE,HouseType 1: Pisos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,TRUE,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16165,5577,"Piso en venta en calle Blasón , 4","Puerta Bonita, Madrid",86,10.99,,2,2,,,,,"Calle Blasón , 4",FALSE,Calle Blasón,4,,2,FALSE,,Neighborhood 17: Puerta Bonita (1980.04 €/m2) - District 3: Carabanchel,sale,1103,,FALSE,263200,3060,TRUE,HouseType 1: Pisos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,,,TRUE,,,,TRUE,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16166,5576,Piso en venta en calle San Antolín,"Vista Alegre, Madrid",95,14.27,,3,1,,,,,Calle San Antolín,TRUE,Calle San Antolín,,,3,FALSE,,Neighborhood 18: Vista Alegre (2048.47 €/m2) - District 3: Carabanchel,sale,976,,FALSE,219000,2305,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,,TRUE,TRUE,FALSE,,,,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16167,5575,"Piso en venta en calle Blasón , 4","Puerta Bonita, Madrid",59,10.65,,1,1,,,,,"Calle Blasón , 4",FALSE,Calle Blasón,4,,Bajo,TRUE,,Neighborhood 17: Puerta Bonita (1980.04 €/m2) - District 3: Carabanchel,sale,793,,FALSE,163500,2771,TRUE,HouseType 1: Pisos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,,,TRUE,,,,TRUE,no indicado,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16168,5574,"Piso en venta en calle Blasón , 4","Puerta Bonita, Madrid",86,11.49,,2,2,,,,,"Calle Blasón , 4",FALSE,Calle Blasón,4,,1,FALSE,,Neighborhood 17: Puerta Bonita (1980.04 €/m2) - District 3: Carabanchel,sale,1089,,FALSE,257900,2999,TRUE,HouseType 1: Pisos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,TRUE,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16169,5573,"Piso en venta en calle Urogallo, 23","Opañel, Madrid",79,7.49,74,3,1,,,,,"Calle Urogallo, 23",FALSE,Calle Urogallo,23,,1,FALSE,,Neighborhood 15: Opañel (2235.32 €/m2) - District 3: Carabanchel,sale,813,,FALSE,169000,2139,TRUE,HouseType 1: Pisos,TRUE,FALSE,2004,FALSE,TRUE,,,TRUE,FALSE,TRUE,,,TRUE,,,,,,,G,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16170,5572,"Piso en venta en Urb. vigilancia 24h, Pau de Carabanchel","Carabanchel, Madrid",124,15.7,,3,2,,,,,Urb. vigilancia 24h,TRUE,Urb. vigilancia 24h,,,6,FALSE,,Neighborhood 16: Pau de Carabanchel (3120.54 €/m2) - District 3: Carabanchel,sale,1246,,FALSE,318500,2569,TRUE,HouseType 1: Pisos,FALSE,FALSE,2002,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,TRUE,TRUE,en trámite,TRUE,,,TRUE,0,TRUE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16171,5571,Piso en venta en calle de Peñafiel,"San Isidro, Madrid",32,10.62,28,1,1,,,,,Calle de Peñafiel,TRUE,Calle de Peñafiel,,,Bajo,TRUE,,Neighborhood 19: San Isidro (2323.93 €/m2) - District 3: Carabanchel,sale,373,,FALSE,65000,2031,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,E,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16172,5570,Piso en venta en Vista Alegre,"Carabanchel, Madrid",50,,,2,1,,,,,,TRUE,,,,1,FALSE,,Neighborhood 18: Vista Alegre (2048.47 €/m2) - District 3: Carabanchel,sale,736,,FALSE,148000,2960,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,,,TRUE,,,,,,,en trámite,FALSE,,,,,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16173,5569,Piso en venta en calle del Arroyo Opañel,"Opañel, Madrid",160,,,2,2,,,,,Calle del Arroyo Opañel,TRUE,Calle del Arroyo Opañel,,,Bajo,TRUE,,Neighborhood 15: Opañel (2235.32 €/m2) - District 3: Carabanchel,sale,851,,FALSE,180000,1125,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,,,FALSE,TRUE,,,,,,,,,,D,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16174,5568,Piso en venta en camino Viejo de Leganés,"Abrantes, Madrid",93,7.49,85,3,2,,,,,Camino Viejo de Leganés,TRUE,Camino Viejo de Leganés,,,1,FALSE,,Neighborhood 12: Abrantes (1964.55 €/m2) - District 3: Carabanchel,sale,798,,FALSE,165000,1774,TRUE,HouseType 1: Pisos,FALSE,FALSE,1970,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,,,,,,,,TRUE,,E,FALSE,,,,,FALSE,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16175,5567,Piso en venta en PIEDRAHITA,"Puerta Bonita, Madrid",67,9.88,54,3,1,,,,,PIEDRAHITA,TRUE,PIEDRAHITA,,,3,FALSE,,Neighborhood 17: Puerta Bonita (1980.04 €/m2) - District 3: Carabanchel,sale,678,,FALSE,133070,1986,TRUE,HouseType 1: Pisos,TRUE,FALSE,1966,FALSE,TRUE,,,,TRUE,TRUE,,,,,,,,,,F,FALSE,,,,,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16176,5566,Piso en venta en Vista Alegre,"Carabanchel, Madrid",88,14.22,,3,1,,,,,,TRUE,,,,2,FALSE,,Neighborhood 18: Vista Alegre (2048.47 €/m2) - District 3: Carabanchel,sale,604,,FALSE,115000,1307,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,,,FALSE,TRUE,,,,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16177,5565,Piso en venta en plaza Conde Benavente,"Abrantes, Madrid",54,7.29,,3,1,,,,,Plaza Conde Benavente,TRUE,Plaza Conde Benavente,,,4,FALSE,,Neighborhood 12: Abrantes (1964.55 €/m2) - District 3: Carabanchel,sale,570,,FALSE,107000,1981,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,,TRUE,FALSE,TRUE,,,,,,,,,,F,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16178,5564,Piso en venta en calle Baleares,"Comillas, Madrid",55,11.83,,2,1,,,,,Calle Baleares,TRUE,Calle Baleares,,,Bajo,TRUE,,Neighborhood 14: Comillas (2527.59 €/m2) - District 3: Carabanchel,sale,535,,FALSE,99000,1800,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,,,,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16179,5563,"Piso en venta en plaza Vulcano, 1","Abrantes, Madrid",54,,,3,1,,,,,"Plaza Vulcano, 1",FALSE,Plaza Vulcano,1,,4,FALSE,,Neighborhood 12: Abrantes (1964.55 €/m2) - District 3: Carabanchel,sale,570,,FALSE,107000,1981,TRUE,HouseType 1: Pisos,FALSE,,,,,,,,FALSE,,,,TRUE,,,,,,,F,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16180,5562,"Piso en venta en avenida de la Peseta, 92","Pau de Carabanchel, Madrid",54,5.42,45,1,1,,,,,"Avenida de la Peseta, 92",FALSE,Avenida de la Peseta,92,,2,FALSE,,Neighborhood 16: Pau de Carabanchel (3120.54 €/m2) - District 3: Carabanchel,sale,897,,FALSE,194000,3593,TRUE,HouseType 1: Pisos,FALSE,FALSE,2006,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,TRUE,TRUE,D,TRUE,,,TRUE,0,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16181,5561,"Piso en venta en Urb. FRENTE A MADRID RÍO Y C.C PLAZA RIO 2, CERCA DEL METRO, Comillas","Carabanchel, Madrid",90,7.88,80,2,2,,,,,"Urb. FRENTE A MADRID RÍO Y C.C PLAZA RIO 2, CERCA DEL METRO",TRUE,"Urb. FRENTE A MADRID RÍO Y C.C PLAZA RIO 2, CERCA DEL METRO",,,3,FALSE,,Neighborhood 14: Comillas (2527.59 €/m2) - District 3: Carabanchel,sale,1388,,FALSE,378000,4200,TRUE,HouseType 1: Pisos,FALSE,FALSE,,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,E,FALSE,,,,,FALSE,TRUE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16182,5560,Piso en venta en avenida de Abrantes,"Abrantes, Madrid",88,5.42,74,3,1,,,,,Avenida de Abrantes,TRUE,Avenida de Abrantes,,,3,FALSE,,Neighborhood 12: Abrantes (1964.55 €/m2) - District 3: Carabanchel,sale,868,,FALSE,185000,2102,TRUE,HouseType 1: Pisos,FALSE,FALSE,1964,FALSE,TRUE,,,,TRUE,TRUE,,,TRUE,,,,,,,G,TRUE,,,TRUE,0,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16183,5559,Piso en venta en calle Marina Lavandeira,"Vista Alegre, Madrid",56,11.89,,3,1,,,,,Calle Marina Lavandeira,TRUE,Calle Marina Lavandeira,,,Bajo,TRUE,,Neighborhood 18: Vista Alegre (2048.47 €/m2) - District 3: Carabanchel,sale,692,,FALSE,136570,2439,TRUE,HouseType 1: Pisos,FALSE,,,,,,,,,,,,TRUE,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16184,5558,Piso en venta en Opañel,"Carabanchel, Madrid",120,,100,4,1,,,,,,TRUE,,,,2,FALSE,,Neighborhood 15: Opañel (2235.32 €/m2) - District 3: Carabanchel,sale,884,,FALSE,190000,1583,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,,,FALSE,TRUE,,,,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16185,5557,Piso en venta en calle Peso Hispano,"Pau de Carabanchel, Madrid",50,13.35,41,1,1,,,,,Calle Peso Hispano,TRUE,Calle Peso Hispano,,,5,FALSE,,Neighborhood 16: Pau de Carabanchel (3120.54 €/m2) - District 3: Carabanchel,sale,830,,FALSE,174000,3480,TRUE,HouseType 1: Pisos,FALSE,FALSE,2007,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,TRUE,,en trámite,TRUE,,,TRUE,0,TRUE,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16186,5556,Piso en venta en calle de la Laguna,"Vista Alegre, Madrid",70,12.21,60,2,1,,,,,Calle de la Laguna,TRUE,Calle de la Laguna,,,1,FALSE,,Neighborhood 18: Vista Alegre (2048.47 €/m2) - District 3: Carabanchel,sale,634,,FALSE,122000,1743,TRUE,HouseType 1: Pisos,TRUE,FALSE,1968,FALSE,TRUE,,TRUE,,FALSE,FALSE,,,,,TRUE,,,,,en trámite,FALSE,,,,,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16187,5555,"Piso en venta en calle Blasón, 23 -17","Puerta Bonita, Madrid",81,,,2,2,,,,,"Calle Blasón, 23 -17",FALSE,Calle Blasón,23 -17,,3,FALSE,,Neighborhood 17: Puerta Bonita (1980.04 €/m2) - District 3: Carabanchel,sale,887,,FALSE,191000,2358,TRUE,HouseType 1: Pisos,FALSE,,2008,,,,,,,,,,,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16188,5554,"Piso en venta en calle de Carcastillo, 23","Puerta Bonita, Madrid",87,6.92,,2,2,,,,,"Calle de Carcastillo, 23",FALSE,Calle de Carcastillo,23,,1,FALSE,,Neighborhood 17: Puerta Bonita (1980.04 €/m2) - District 3: Carabanchel,sale,913,,FALSE,199000,2287,TRUE,HouseType 1: Pisos,FALSE,,2008,,,,,,,,,,,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16189,5553,Piso en venta en calle de Alejandro Morán,"Puerta Bonita, Madrid",77,11.71,,2,1,,,,,Calle de Alejandro Morán,TRUE,Calle de Alejandro Morán,,,,,,Neighborhood 17: Puerta Bonita (1980.04 €/m2) - District 3: Carabanchel,sale,698,,FALSE,138000,1792,TRUE,HouseType 1: Pisos,FALSE,,1965,,,,,,,,,,TRUE,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16190,5552,Piso en venta en calle de la Hermandad,"Abrantes, Madrid",65,6.92,52,2,1,,,,,Calle de la Hermandad,TRUE,Calle de la Hermandad,,,1,FALSE,,Neighborhood 12: Abrantes (1964.55 €/m2) - District 3: Carabanchel,sale,632,,FALSE,121600,1871,TRUE,HouseType 1: Pisos,FALSE,FALSE,1970,,,,,,FALSE,,,,,,,,,,,E,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16191,5551,Piso en venta en calle de Argüeso,"Abrantes, Madrid",65,11.71,,1,1,,,,,Calle de Argüeso,TRUE,Calle de Argüeso,,,Bajo,TRUE,,Neighborhood 12: Abrantes (1964.55 €/m2) - District 3: Carabanchel,sale,617,,FALSE,118000,1815,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,,,FALSE,TRUE,,,,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16192,5550,Piso en venta en calle Juana Urosa,"Vista Alegre, Madrid",77,10.62,63,2,1,,,,,Calle Juana Urosa,TRUE,Calle Juana Urosa,,,3,FALSE,,Neighborhood 18: Vista Alegre (2048.47 €/m2) - District 3: Carabanchel,sale,1038,,FALSE,240000,3117,TRUE,HouseType 1: Pisos,FALSE,FALSE,2003,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,TRUE,,en trámite,FALSE,,,,,FALSE,TRUE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16193,5549,Piso en venta en GUABAIRO,"Vista Alegre, Madrid",95,5.79,80,2,1,,,,,GUABAIRO,TRUE,GUABAIRO,,,3,FALSE,,Neighborhood 18: Vista Alegre (2048.47 €/m2) - District 3: Carabanchel,sale,948,,FALSE,210000,2211,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,en trámite,FALSE,,,,,FALSE,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16194,5548,Dúplex en venta en Buena Vista,"Carabanchel, Madrid",60,12.99,,2,2,,,,,,TRUE,,,,3,FALSE,,Neighborhood 13: Buena Vista (1886.6 €/m2) - District 3: Carabanchel,sale,901,,FALSE,195000,3250,TRUE,HouseType 4: Dúplex,FALSE,FALSE,2010,FALSE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,TRUE,en trámite,TRUE,,,TRUE,0,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16195,5547,Casa o chalet independiente en venta en Puerta Bonita,"Carabanchel, Madrid",270,13.06,250,4,3,3,100,,,,TRUE,,,,,FALSE,,Neighborhood 17: Puerta Bonita (1980.04 €/m2) - District 3: Carabanchel,sale,1382,,FALSE,375000,1389,TRUE,HouseType 2: Casa o chalet,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,,,,,en trámite,TRUE,,,TRUE,0,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16196,5546,Piso en venta en Buena Vista,"Carabanchel, Madrid",115,5.79,,4,2,,,,,,TRUE,,,,2,FALSE,,Neighborhood 13: Buena Vista (1886.6 €/m2) - District 3: Carabanchel,sale,1067,,FALSE,250000,2174,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,,TRUE,FALSE,TRUE,,,TRUE,TRUE,,,,,,en trámite,FALSE,,,,,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16197,5545,Piso en venta en Buena Vista,"Carabanchel, Madrid",70,6.62,,2,1,,,,,,TRUE,,,,2,FALSE,,Neighborhood 13: Buena Vista (1886.6 €/m2) - District 3: Carabanchel,sale,654,,FALSE,127000,1814,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,,TRUE,FALSE,TRUE,,,TRUE,,,,,,,en trámite,FALSE,,,,,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16198,5544,Piso en venta en calle Marina Lavandeira,"Vista Alegre, Madrid",58,5.79,48,3,1,,,,,Calle Marina Lavandeira,TRUE,Calle Marina Lavandeira,,,Bajo,TRUE,,Neighborhood 18: Vista Alegre (2048.47 €/m2) - District 3: Carabanchel,sale,692,,FALSE,136570,2355,TRUE,HouseType 1: Pisos,TRUE,FALSE,1968,FALSE,TRUE,,,,FALSE,TRUE,,,TRUE,,,,,,,G,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16199,5543,Piso en venta en Buena Vista,"Carabanchel, Madrid",70,14.65,,2,1,,,,,,TRUE,,,,2,FALSE,,Neighborhood 13: Buena Vista (1886.6 €/m2) - District 3: Carabanchel,sale,798,,FALSE,165000,2357,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,,TRUE,FALSE,TRUE,,,TRUE,,,,,,,en trámite,FALSE,,,,,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16200,5542,"Piso en venta en calle Julio Antonio, 1","Puerta Bonita, Madrid",94,10.59,82,4,2,,,,,"Calle Julio Antonio, 1",FALSE,Calle Julio Antonio,1,,1,FALSE,,Neighborhood 17: Puerta Bonita (1980.04 €/m2) - District 3: Carabanchel,sale,847,,FALSE,179000,1904,TRUE,HouseType 1: Pisos,FALSE,FALSE,1976,FALSE,TRUE,,,TRUE,FALSE,TRUE,,,TRUE,TRUE,,,,,,en trámite,FALSE,,,,,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16201,5541,"Piso en venta en calle Antonio Romero, 13","Abrantes, Madrid",100,7.49,85,3,2,,,,,"Calle Antonio Romero, 13",FALSE,Calle Antonio Romero,13,,4,FALSE,,Neighborhood 12: Abrantes (1964.55 €/m2) - District 3: Carabanchel,sale,1174,,FALSE,290000,2900,TRUE,HouseType 1: Pisos,FALSE,FALSE,2002,FALSE,TRUE,,,TRUE,TRUE,TRUE,,,,,,,,,,E,TRUE,,,TRUE,0,FALSE,TRUE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16202,5540,"Piso en venta en avenida de la Peseta, 42","Pau de Carabanchel, Madrid",86,6.99,67,2,2,,,,,"Avenida de la Peseta, 42",FALSE,Avenida de la Peseta,42,,4,FALSE,,Neighborhood 16: Pau de Carabanchel (3120.54 €/m2) - District 3: Carabanchel,sale,1192,,FALSE,297000,3453,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,,TRUE,D,TRUE,,,TRUE,0,FALSE,TRUE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16203,5539,Piso en venta en Vista Alegre,"Carabanchel, Madrid",124,11.11,104,4,3,,,,,,TRUE,,,,2,FALSE,,Neighborhood 18: Vista Alegre (2048.47 €/m2) - District 3: Carabanchel,sale,1197,,FALSE,299000,2411,TRUE,HouseType 1: Pisos,FALSE,FALSE,2000,FALSE,TRUE,,TRUE,,TRUE,TRUE,,,,TRUE,,,,TRUE,,en trámite,TRUE,,,TRUE,0,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16204,5538,"Piso en venta en calle del Marqués de Jura Real, 21","Comillas, Madrid",65,7.74,,3,1,,,,,"Calle del Marqués de Jura Real, 21",FALSE,Calle del Marqués de Jura Real,21,,1,FALSE,,Neighborhood 14: Comillas (2527.59 €/m2) - District 3: Carabanchel,sale,894,,FALSE,193000,2969,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,,TRUE,TRUE,TRUE,,,,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16205,5537,Piso en venta en camino Viejo de Leganés,"Puerta Bonita, Madrid",91,9.91,,3,1,,,,,Camino Viejo de Leganés,TRUE,Camino Viejo de Leganés,,,4,FALSE,,Neighborhood 17: Puerta Bonita (1980.04 €/m2) - District 3: Carabanchel,sale,662,,FALSE,129000,1418,TRUE,HouseType 1: Pisos,TRUE,FALSE,,,,,,TRUE,FALSE,TRUE,,,TRUE,TRUE,,,,,,F,FALSE,,,,,FALSE,TRUE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16206,5536,Piso en venta en COOPERACION,"Opañel, Madrid",66,7.9,,3,1,,,,,COOPERACION,TRUE,COOPERACION,,,1,FALSE,,Neighborhood 15: Opañel (2235.32 €/m2) - District 3: Carabanchel,sale,674,,FALSE,132000,2000,TRUE,HouseType 1: Pisos,TRUE,FALSE,,,,,,TRUE,FALSE,TRUE,,,TRUE,TRUE,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16207,5535,"Piso en venta en calle del Toboso, 108 -116","San Isidro, Madrid",57,,,3,1,,,,,"Calle del Toboso, 108 -116",FALSE,Calle del Toboso,108 -116,,2,FALSE,,Neighborhood 19: San Isidro (2323.93 €/m2) - District 3: Carabanchel,sale,604,,FALSE,115000,2018,TRUE,HouseType 1: Pisos,FALSE,,,,,,,,FALSE,,,,TRUE,,,,,,,G,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
